            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460156.375000000, A.D. 2023-Jul-30 21:00:00.0000,  6.420504554105379E+04, -3.555593102516200E+05, -3.010217020860930E+04,
2460156.395833333, A.D. 2023-Jul-30 21:30:00.0000,  6.610747574400473E+04, -3.551172588621372E+05, -3.014744794086125E+04,
2460156.416666667, A.D. 2023-Jul-30 22:00:00.0000,  6.800815469543140E+04, -3.546655102100349E+05, -3.019189440338271E+04,
2460156.437500000, A.D. 2023-Jul-30 22:30:00.0000,  6.990702883759249E+04, -3.542040699277309E+05, -3.023550777370976E+04,
2460156.458333333, A.D. 2023-Jul-30 23:00:00.0000,  7.180404459452427E+04, -3.537329439745339E+05, -3.027828625435987E+04,
2460156.479166667, A.D. 2023-Jul-30 23:30:00.0000,  7.369914837441377E+04, -3.532521386373204E+05, -3.032022807298489E+04,
2460156.500000000, A.D. 2023-Jul-31 00:00:00.0000,  7.559228657198545E+04, -3.527616605311917E+05, -3.036133148252315E+04,
2460156.520833333, A.D. 2023-Jul-31 00:30:00.0000,  7.748340557090950E+04, -3.522615166000983E+05, -3.040159476135013E+04,
2460156.541666667, A.D. 2023-Jul-31 01:00:00.0000,  7.937245174619391E+04, -3.517517141174662E+05, -3.044101621342801E+04,
2460156.562500000, A.D. 2023-Jul-31 01:30:00.0000,  8.125937146660328E+04, -3.512322606868006E+05, -3.047959416845527E+04,
2460156.583333333, A.D. 2023-Jul-31 02:00:00.0000,  8.314411109710787E+04, -3.507031642422459E+05, -3.051732698201379E+04,
2460156.604166667, A.D. 2023-Jul-31 02:30:00.0000,  8.502661700132875E+04, -3.501644330491360E+05, -3.055421303571486E+04,
2460156.625000000, A.D. 2023-Jul-31 03:00:00.0000,  8.690683554399411E+04, -3.496160757045238E+05, -3.059025073734428E+04,
2460156.645833333, A.D. 2023-Jul-31 03:30:00.0000,  8.878471309340719E+04, -3.490581011376877E+05, -3.062543852100612E+04,
2460156.666666667, A.D. 2023-Jul-31 04:00:00.0000,  9.066019602392449E+04, -3.484905186106164E+05, -3.065977484726510E+04,
2460156.687500000, A.D. 2023-Jul-31 04:30:00.0000,  9.253323071844470E+04, -3.479133377184712E+05, -3.069325820328774E+04,
2460156.708333333, A.D. 2023-Jul-31 05:00:00.0000,  9.440376357090843E+04, -3.473265683900254E+05, -3.072588710298201E+04,
2460156.729166667, A.D. 2023-Jul-31 05:30:00.0000,  9.627174098880723E+04, -3.467302208880810E+05, -3.075766008713596E+04,
2460156.750000000, A.D. 2023-Jul-31 06:00:00.0000,  9.813710939570310E+04, -3.461243058098632E+05, -3.078857572355433E+04,
2460156.770833333, A.D. 2023-Jul-31 06:30:00.0000,  9.999981523375728E+04, -3.455088340873904E+05, -3.081863260719461E+04,
2460156.791666667, A.D. 2023-Jul-31 07:00:00.0000,  1.018598049662686E+05, -3.448838169878217E+05, -3.084782936030091E+04,
2460156.812500000, A.D. 2023-Jul-31 07:30:00.0000,  1.037170250802203E+05, -3.442492661137807E+05, -3.087616463253657E+04,
2460156.833333333, A.D. 2023-Jul-31 08:00:00.0000,  1.055714220888367E+05, -3.436051934036561E+05, -3.090363710111560E+04,
2460156.854166667, A.D. 2023-Jul-31 08:30:00.0000,  1.074229425341470E+05, -3.429516111318772E+05, -3.093024547093212E+04,
2460156.875000000, A.D. 2023-Jul-31 09:00:00.0000,  1.092715329895588E+05, -3.422885319091667E+05, -3.095598847468864E+04,
2460156.895833333, A.D. 2023-Jul-31 09:30:00.0000,  1.111171400624384E+05, -3.416159686827689E+05, -3.098086487302257E+04,
2460156.916666667, A.D. 2023-Jul-31 10:00:00.0000,  1.129597103966996E+05, -3.409339347366531E+05, -3.100487345463122E+04,
2460156.937500000, A.D. 2023-Jul-31 10:30:00.0000,  1.147991906753993E+05, -3.402424436916933E+05, -3.102801303639506E+04,
2460156.958333333, A.D. 2023-Jul-31 11:00:00.0000,  1.166355276233409E+05, -3.395415095058228E+05, -3.105028246349956E+04,
2460156.979166667, A.D. 2023-Jul-31 11:30:00.0000,  1.184686680096839E+05, -3.388311464741640E+05, -3.107168060955543E+04,
2460157.000000000, A.D. 2023-Jul-31 12:00:00.0000,  1.202985586505606E+05, -3.381113692291332E+05, -3.109220637671665E+04,
2460157.020833333, A.D. 2023-Jul-31 12:30:00.0000,  1.221251464116987E+05, -3.373821927405212E+05, -3.111185869579751E+04,
2460157.041666667, A.D. 2023-Jul-31 13:00:00.0000,  1.239483782110502E+05, -3.366436323155477E+05, -3.113063652638708E+04,
2460157.062500000, A.D. 2023-Jul-31 13:30:00.0000,  1.257682010214255E+05, -3.358957035988904E+05, -3.114853885696323E+04,
2460157.083333333, A.D. 2023-Jul-31 14:00:00.0000,  1.275845618731335E+05, -3.351384225726897E+05, -3.116556470500318E+04,
2460157.104166667, A.D. 2023-Jul-31 14:30:00.0000,  1.293974078566265E+05, -3.343718055565265E+05, -3.118171311709384E+04,
2460157.125000000, A.D. 2023-Jul-31 15:00:00.0000,  1.312066861251496E+05, -3.335958692073753E+05, -3.119698316903914E+04,
2460157.145833333, A.D. 2023-Jul-31 15:30:00.0000,  1.330123438973949E+05, -3.328106305195312E+05, -3.121137396596646E+04,
2460157.166666667, A.D. 2023-Jul-31 16:00:00.0000,  1.348143284601602E+05, -3.320161068245107E+05, -3.122488464243029E+04,
2460157.187500000, A.D. 2023-Jul-31 16:30:00.0000,  1.366125871710106E+05, -3.312123157909269E+05, -3.123751436251498E+04,
2460157.208333333, A.D. 2023-Jul-31 17:00:00.0000,  1.384070674609447E+05, -3.303992754243382E+05, -3.124926231993458E+04,
2460157.229166667, A.D. 2023-Jul-31 17:30:00.0000,  1.401977168370632E+05, -3.295770040670712E+05, -3.126012773813169E+04,
2460157.250000000, A.D. 2023-Jul-31 18:00:00.0000,  1.419844828852406E+05, -3.287455203980171E+05, -3.127010987037375E+04,
2460157.270833333, A.D. 2023-Jul-31 18:30:00.0000,  1.437673132728004E+05, -3.279048434324015E+05, -3.127920799984739E+04,
2460157.291666667, A.D. 2023-Jul-31 19:00:00.0000,  1.455461557511908E+05, -3.270549925215279E+05, -3.128742143975137E+04,
2460157.312500000, A.D. 2023-Jul-31 19:30:00.0000,  1.473209581586641E+05, -3.261959873524947E+05, -3.129474953338671E+04,
2460157.333333333, A.D. 2023-Jul-31 20:00:00.0000,  1.490916684229566E+05, -3.253278479478859E+05, -3.130119165424541E+04,
2460157.354166667, A.D. 2023-Jul-31 20:30:00.0000,  1.508582345639702E+05, -3.244505946654339E+05, -3.130674720609678E+04,
2460157.375000000, A.D. 2023-Jul-31 21:00:00.0000,  1.526206046964550E+05, -3.235642481976569E+05, -3.131141562307201E+04,
2460157.395833333, A.D. 2023-Jul-31 21:30:00.0000,  1.543787270326925E+05, -3.226688295714689E+05, -3.131519636974622E+04,
2460157.416666667, A.D. 2023-Jul-31 22:00:00.0000,  1.561325498851787E+05, -3.217643601477625E+05, -3.131808894121906E+04,
2460157.437500000, A.D. 2023-Jul-31 22:30:00.0000,  1.578820216693080E+05, -3.208508616209654E+05, -3.132009286319237E+04,
2460157.458333333, A.D. 2023-Jul-31 23:00:00.0000,  1.596270909060558E+05, -3.199283560185695E+05, -3.132120769204645E+04,
2460157.479166667, A.D. 2023-Jul-31 23:30:00.0000,  1.613677062246612E+05, -3.189968657006329E+05, -3.132143301491374E+04,
2460157.500000000, A.D. 2023-Aug-01 00:00:00.0000,  1.631038163653079E+05, -3.180564133592550E+05, -3.132076844975057E+04,
2460157.520833333, A.D. 2023-Aug-01 00:30:00.0000,  1.648353701818046E+05, -3.171070220180253E+05, -3.131921364540652E+04,
2460157.541666667, A.D. 2023-Aug-01 01:00:00.0000,  1.665623166442626E+05, -3.161487150314429E+05, -3.131676828169166E+04,
2460157.562500000, A.D. 2023-Aug-01 01:30:00.0000,  1.682846048417724E+05, -3.151815160843115E+05, -3.131343206944177E+04,
2460157.583333333, A.D. 2023-Aug-01 02:00:00.0000,  1.700021839850771E+05, -3.142054491911055E+05, -3.130920475058079E+04,
2460157.604166667, A.D. 2023-Aug-01 02:30:00.0000,  1.717150034092437E+05, -3.132205386953095E+05, -3.130408609818177E+04,
2460157.625000000, A.D. 2023-Aug-01 03:00:00.0000,  1.734230125763305E+05, -3.122268092687303E+05, -3.129807591652502E+04,
2460157.645833333, A.D. 2023-Aug-01 03:30:00.0000,  1.751261610780519E+05, -3.112242859107828E+05, -3.129117404115407E+04,
2460157.666666667, A.D. 2023-Aug-01 04:00:00.0000,  1.768243986384386E+05, -3.102129939477468E+05, -3.128338033892923E+04,
2460157.687500000, A.D. 2023-Aug-01 04:30:00.0000,  1.785176751164949E+05, -3.091929590319989E+05, -3.127469470807946E+04,
2460157.708333333, A.D. 2023-Aug-01 05:00:00.0000,  1.802059405088497E+05, -3.081642071412154E+05, -3.126511707825107E+04,
2460157.729166667, A.D. 2023-Aug-01 05:30:00.0000,  1.818891449524046E+05, -3.071267645775491E+05, -3.125464741055467E+04,
2460157.750000000, A.D. 2023-Aug-01 06:00:00.0000,  1.835672387269755E+05, -3.060806579667784E+05, -3.124328569760945E+04,
2460157.770833333, A.D. 2023-Aug-01 06:30:00.0000,  1.852401722579293E+05, -3.050259142574303E+05, -3.123103196358541E+04,
2460157.791666667, A.D. 2023-Aug-01 07:00:00.0000,  1.869078961188141E+05, -3.039625607198750E+05, -3.121788626424299E+04,
2460157.812500000, A.D. 2023-Aug-01 07:30:00.0000,  1.885703610339845E+05, -3.028906249453947E+05, -3.120384868697029E+04,
2460157.833333333, A.D. 2023-Aug-01 08:00:00.0000,  1.902275178812186E+05, -3.018101348452247E+05, -3.118891935081811E+04,
2460157.854166667, A.D. 2023-Aug-01 08:30:00.0000,  1.918793176943299E+05, -3.007211186495682E+05, -3.117309840653246E+04,
2460157.875000000, A.D. 2023-Aug-01 09:00:00.0000,  1.935257116657701E+05, -2.996236049065834E+05, -3.115638603658462E+04,
2460157.895833333, A.D. 2023-Aug-01 09:30:00.0000,  1.951666511492260E+05, -2.985176224813451E+05, -3.113878245519879E+04,
2460157.916666667, A.D. 2023-Aug-01 10:00:00.0000,  1.968020876622075E+05, -2.974032005547783E+05, -3.112028790837753E+04,
2460157.937500000, A.D. 2023-Aug-01 10:30:00.0000,  1.984319728886272E+05, -2.962803686225660E+05, -3.110090267392433E+04,
2460157.958333333, A.D. 2023-Aug-01 11:00:00.0000,  2.000562586813723E+05, -2.951491564940302E+05, -3.108062706146415E+04,
2460157.979166667, A.D. 2023-Aug-01 11:30:00.0000,  2.016748970648665E+05, -2.940095942909862E+05, -3.105946141246140E+04,
2460158.000000000, A.D. 2023-Aug-01 12:00:00.0000,  2.032878402376232E+05, -2.928617124465710E+05, -3.103740610023504E+04,
2460158.020833333, A.D. 2023-Aug-01 12:30:00.0000,  2.048950405747888E+05, -2.917055417040450E+05, -3.101446152997203E+04,
2460158.041666667, A.D. 2023-Aug-01 13:00:00.0000,  2.064964506306762E+05, -2.905411131155675E+05, -3.099062813873756E+04,
2460158.062500000, A.D. 2023-Aug-01 13:30:00.0000,  2.080920231412877E+05, -2.893684580409466E+05, -3.096590639548302E+04,
2460158.083333333, A.D. 2023-Aug-01 14:00:00.0000,  2.096817110268276E+05, -2.881876081463625E+05, -3.094029680105184E+04,
2460158.104166667, A.D. 2023-Aug-01 14:30:00.0000,  2.112654673942032E+05, -2.869985954030653E+05, -3.091379988818205E+04,
2460158.125000000, A.D. 2023-Aug-01 15:00:00.0000,  2.128432455395153E+05, -2.858014520860471E+05, -3.088641622150743E+04,
2460158.145833333, A.D. 2023-Aug-01 15:30:00.0000,  2.144149989505364E+05, -2.845962107726882E+05, -3.085814639755496E+04,
2460158.166666667, A.D. 2023-Aug-01 16:00:00.0000,  2.159806813091768E+05, -2.833829043413777E+05, -3.082899104474086E+04,
2460158.187500000, A.D. 2023-Aug-01 16:30:00.0000,  2.175402464939390E+05, -2.821615659701098E+05, -3.079895082336316E+04,
2460158.208333333, A.D. 2023-Aug-01 17:00:00.0000,  2.190936485823589E+05, -2.809322291350532E+05, -3.076802642559264E+04,
2460158.229166667, A.D. 2023-Aug-01 17:30:00.0000,  2.206408418534340E+05, -2.796949276090971E+05, -3.073621857546047E+04,
2460158.250000000, A.D. 2023-Aug-01 18:00:00.0000,  2.221817807900388E+05, -2.784496954603709E+05, -3.070352802884400E+04,
2460158.270833333, A.D. 2023-Aug-01 18:30:00.0000,  2.237164200813262E+05, -2.771965670507399E+05, -3.066995557344946E+04,
2460158.291666667, A.D. 2023-Aug-01 19:00:00.0000,  2.252447146251145E+05, -2.759355770342766E+05, -3.063550202879263E+04,
2460158.312500000, A.D. 2023-Aug-01 19:30:00.0000,  2.267666195302613E+05, -2.746667603557069E+05, -3.060016824617665E+04,
2460158.333333333, A.D. 2023-Aug-01 20:00:00.0000,  2.282820901190215E+05, -2.733901522488320E+05, -3.056395510866742E+04,
2460158.354166667, A.D. 2023-Aug-01 20:30:00.0000,  2.297910819293915E+05, -2.721057882349274E+05, -3.052686353106656E+04,
2460158.375000000, A.D. 2023-Aug-01 21:00:00.0000,  2.312935507174371E+05, -2.708137041211161E+05, -3.048889445988176E+04,
2460158.395833333, A.D. 2023-Aug-01 21:30:00.0000,  2.327894524596074E+05, -2.695139359987201E+05, -3.045004887329465E+04,
2460158.416666667, A.D. 2023-Aug-01 22:00:00.0000,  2.342787433550310E+05, -2.682065202415865E+05, -3.041032778112617E+04,
2460158.437500000, A.D. 2023-Aug-01 22:30:00.0000,  2.357613798277976E+05, -2.668914935043916E+05, -3.036973222479918E+04,
2460158.458333333, A.D. 2023-Aug-01 23:00:00.0000,  2.372373185292224E+05, -2.655688927209212E+05, -3.032826327729929E+04,
2460158.479166667, A.D. 2023-Aug-01 23:30:00.0000,  2.387065163400942E+05, -2.642387551023279E+05, -3.028592204313209E+04,
2460158.500000000, A.D. 2023-Aug-02 00:00:00.0000,  2.401689303729058E+05, -2.629011181353662E+05, -3.024270965827892E+04,
2460158.520833333, A.D. 2023-Aug-02 00:30:00.0000,  2.416245179740684E+05, -2.615560195806047E+05, -3.019862729014948E+04,
2460158.541666667, A.D. 2023-Aug-02 01:00:00.0000,  2.430732367261065E+05, -2.602034974706157E+05, -3.015367613753215E+04,
2460158.562500000, A.D. 2023-Aug-02 01:30:00.0000,  2.445150444498369E+05, -2.588435901081431E+05, -3.010785743054205E+04,
2460158.583333333, A.D. 2023-Aug-02 02:00:00.0000,  2.459498992065283E+05, -2.574763360642488E+05, -3.006117243056613E+04,
2460158.604166667, A.D. 2023-Aug-02 02:30:00.0000,  2.473777593000427E+05, -2.561017741764362E+05, -3.001362243020622E+04,
2460158.625000000, A.D. 2023-Aug-02 03:00:00.0000,  2.487985832789583E+05, -2.547199435467541E+05, -2.996520875321944E+04,
2460158.645833333, A.D. 2023-Aug-02 03:30:00.0000,  2.502123299386734E+05, -2.533308835398775E+05, -2.991593275445612E+04,
2460158.666666667, A.D. 2023-Aug-02 04:00:00.0000,  2.516189583234910E+05, -2.519346337811688E+05, -2.986579581979540E+04,
2460158.687500000, A.D. 2023-Aug-02 04:30:00.0000,  2.530184277286834E+05, -2.505312341547181E+05, -2.981479936607818E+04,
2460158.708333333, A.D. 2023-Aug-02 05:00:00.0000,  2.544106977025383E+05, -2.491207248013627E+05, -2.976294484103781E+04,
2460158.729166667, A.D. 2023-Aug-02 05:30:00.0000,  2.557957280483836E+05, -2.477031461166864E+05, -2.971023372322835E+04,
2460158.750000000, A.D. 2023-Aug-02 06:00:00.0000,  2.571734788265922E+05, -2.462785387489996E+05, -2.965666752195021E+04,
2460158.770833333, A.D. 2023-Aug-02 06:30:00.0000,  2.585439103565669E+05, -2.448469435972985E+05, -2.960224777717370E+04,
2460158.791666667, A.D. 2023-Aug-02 07:00:00.0000,  2.599069832187042E+05, -2.434084018092063E+05, -2.954697605945995E+04,
2460158.812500000, A.D. 2023-Aug-02 07:30:00.0000,  2.612626582563365E+05, -2.419629547788943E+05, -2.949085396987945E+04,
2460158.833333333, A.D. 2023-Aug-02 08:00:00.0000,  2.626108965776541E+05, -2.405106441449841E+05, -2.943388313992826E+04,
2460158.854166667, A.D. 2023-Aug-02 08:30:00.0000,  2.639516595576049E+05, -2.390515117884322E+05, -2.937606523144209E+04,
2460158.875000000, A.D. 2023-Aug-02 09:00:00.0000,  2.652849088397730E+05, -2.375855998303950E+05, -2.931740193650752E+04,
2460158.895833333, A.D. 2023-Aug-02 09:30:00.0000,  2.666106063382346E+05, -2.361129506300766E+05, -2.925789497737134E+04,
2460158.916666667, A.D. 2023-Aug-02 10:00:00.0000,  2.679287142393930E+05, -2.346336067825590E+05, -2.919754610634739E+04,
2460158.937500000, A.D. 2023-Aug-02 10:30:00.0000,  2.692391950037899E+05, -2.331476111166137E+05, -2.913635710572105E+04,
2460158.958333333, A.D. 2023-Aug-02 11:00:00.0000,  2.705420113678952E+05, -2.316550066924978E+05, -2.907432978765147E+04,
2460158.979166667, A.D. 2023-Aug-02 11:30:00.0000,  2.718371263458731E+05, -2.301558367997317E+05, -2.901146599407164E+04,
2460159.000000000, A.D. 2023-Aug-02 12:00:00.0000,  2.731245032313263E+05, -2.286501449548612E+05, -2.894776759658592E+04,
2460159.020833333, A.D. 2023-Aug-02 12:30:00.0000,  2.744041055990161E+05, -2.271379748992029E+05, -2.888323649636559E+04,
2460159.041666667, A.D. 2023-Aug-02 13:00:00.0000,  2.756758973065597E+05, -2.256193705965735E+05, -2.881787462404199E+04,
2460159.062500000, A.D. 2023-Aug-02 13:30:00.0000,  2.769398424961035E+05, -2.240943762310042E+05, -2.875168393959760E+04,
2460159.083333333, A.D. 2023-Aug-02 14:00:00.0000,  2.781959055959739E+05, -2.225630362044385E+05, -2.868466643225466E+04,
2460159.104166667, A.D. 2023-Aug-02 14:30:00.0000,  2.794440513223018E+05, -2.210253951344161E+05, -2.861682412036184E+04,
2460159.125000000, A.D. 2023-Aug-02 15:00:00.0000,  2.806842446806261E+05, -2.194814978517414E+05, -2.854815905127871E+04,
2460159.145833333, A.D. 2023-Aug-02 15:30:00.0000,  2.819164509674702E+05, -2.179313893981376E+05, -2.847867330125792E+04,
2460159.166666667, A.D. 2023-Aug-02 16:00:00.0000,  2.831406357718959E+05, -2.163751150238874E+05, -2.840836897532540E+04,
2460159.187500000, A.D. 2023-Aug-02 16:30:00.0000,  2.843567649770320E+05, -2.148127201854584E+05, -2.833724820715816E+04,
2460159.208333333, A.D. 2023-Aug-02 17:00:00.0000,  2.855648047615787E+05, -2.132442505431168E+05, -2.826531315896059E+04,
2460159.229166667, A.D. 2023-Aug-02 17:30:00.0000,  2.867647216012863E+05, -2.116697519585267E+05, -2.819256602133795E+04,
2460159.250000000, A.D. 2023-Aug-02 18:00:00.0000,  2.879564822704095E+05, -2.100892704923369E+05, -2.811900901316828E+04,
2460159.270833333, A.D. 2023-Aug-02 18:30:00.0000,  2.891400538431372E+05, -2.085028524017557E+05, -2.804464438147214E+04,
2460159.291666667, A.D. 2023-Aug-02 19:00:00.0000,  2.903154036949953E+05, -2.069105441381125E+05, -2.796947440128036E+04,
2460159.312500000, A.D. 2023-Aug-02 19:30:00.0000,  2.914824995042260E+05, -2.053123923444085E+05, -2.789350137549963E+04,
2460159.333333333, A.D. 2023-Aug-02 20:00:00.0000,  2.926413092531404E+05, -2.037084438528556E+05, -2.781672763477634E+04,
2460159.354166667, A.D. 2023-Aug-02 20:30:00.0000,  2.937918012294458E+05, -2.020987456824035E+05, -2.773915553735841E+04,
2460159.375000000, A.D. 2023-Aug-02 21:00:00.0000,  2.949339440275477E+05, -2.004833450362573E+05, -2.766078746895494E+04,
2460159.395833333, A.D. 2023-Aug-02 21:30:00.0000,  2.960677065498251E+05, -1.988622892993829E+05, -2.758162584259437E+04,
2460159.416666667, A.D. 2023-Aug-02 22:00:00.0000,  2.971930580078807E+05, -1.972356260360039E+05, -2.750167309848031E+04,
2460159.437500000, A.D. 2023-Aug-02 22:30:00.0000,  2.983099679237644E+05, -1.956034029870868E+05, -2.742093170384593E+04,
2460159.458333333, A.D. 2023-Aug-02 23:00:00.0000,  2.994184061311712E+05, -1.939656680678188E+05, -2.733940415280611E+04,
2460159.479166667, A.D. 2023-Aug-02 23:30:00.0000,  3.005183427766128E+05, -1.923224693650746E+05, -2.725709296620789E+04,
2460159.500000000, A.D. 2023-Aug-03 00:00:00.0000,  3.016097483205625E+05, -1.906738551348753E+05, -2.717400069147941E+04,
2460159.520833333, A.D. 2023-Aug-03 00:30:00.0000,  3.026925935385741E+05, -1.890198737998386E+05, -2.709012990247661E+04,
2460159.541666667, A.D. 2023-Aug-03 01:00:00.0000,  3.037668495223743E+05, -1.873605739466210E+05, -2.700548319932849E+04,
2460159.562500000, A.D. 2023-Aug-03 01:30:00.0000,  3.048324876809289E+05, -1.856960043233517E+05, -2.692006320828047E+04,
2460159.583333333, A.D. 2023-Aug-03 02:00:00.0000,  3.058894797414816E+05, -1.840262138370596E+05, -2.683387258153620E+04,
2460159.604166667, A.D. 2023-Aug-03 02:30:00.0000,  3.069377977505672E+05, -1.823512515510926E+05, -2.674691399709759E+04,
2460159.625000000, A.D. 2023-Aug-03 03:00:00.0000,  3.079774140749974E+05, -1.806711666825310E+05, -2.665919015860308E+04,
2460159.645833333, A.D. 2023-Aug-03 03:30:00.0000,  3.090083014028203E+05, -1.789860085995933E+05, -2.657070379516463E+04,
2460159.666666667, A.D. 2023-Aug-03 04:00:00.0000,  3.100304327442529E+05, -1.772958268190366E+05, -2.648145766120262E+04,
2460159.687500000, A.D. 2023-Aug-03 04:30:00.0000,  3.110437814325874E+05, -1.756006710035511E+05, -2.639145453627959E+04,
2460159.708333333, A.D. 2023-Aug-03 05:00:00.0000,  3.120483211250695E+05, -1.739005909591492E+05, -2.630069722493214E+04,
